 COVARIABLE MRK M_Beta SD_Beta M_Delta BF(dB) 
  1   22038   0.00022412   0.00441736   0.00400000  -4.00564152
  1   22039   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22040   0.00016691   0.00389783   0.00200000  -7.02465351
  1   22041  -0.00004084   0.00129086   0.00100000 -13.05177600
  1   22042   0.00001611   0.00050929   0.00100000 -13.05177600
  1   22043  -0.00009792   0.00352157   0.00600000  -2.23599939
  1   22044   0.00033822   0.00502368   0.00600000  -2.23599939
  1   22045  -0.00053266   0.00593509   0.01200000   0.80059496
  1   22046   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22047   0.00006655   0.00481651   0.00500000  -3.03217882
  1   22048   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22049   0.00016600   0.00349173   0.00300000  -5.25938709
  1   22050   0.00008168   0.00233353   0.00200000  -7.02465351
  1   22051   0.00009910   0.00179726   0.00500000  -3.03217882
  1   22052   0.00001932   0.00061062   0.00100000 -13.05177600
  1   22053   0.00019028   0.00243499   0.01100000   0.41831588
  1   22054  -0.00001239   0.00064097   0.00300000  -5.25938709
  1   22055   0.00014288   0.00265533   0.00300000  -5.25938709
  1   22056   0.00000292   0.00009219   0.00100000 -13.05177600
  1   22057   0.00002222   0.00064795   0.00200000  -7.02465351
  1   22058  -0.00012669   0.00244343   0.00300000  -5.25938709
  1   22059   0.00006632   0.00155473   0.00200000  -7.02465351
  1   22060   0.00017937   0.00421278   0.00200000  -7.02465351
  1   22061  -0.00000060   0.00001909   0.00100000 -13.05177600
  1   22062   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22063   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22064   0.00013285   0.00292012   0.00300000  -5.25938709
  1   22065   0.00007908   0.00177949   0.00300000  -5.25938709
  1   22066   0.00014173   0.00228576   0.00400000  -4.00564152
  1   22067  -0.00006869   0.00166871   0.00500000  -3.03217882
  1   22068  -0.00052271   0.00784996   0.00700000  -1.56216014
  1   22069   0.00351328   0.02052311   0.03600000   5.67860661
  1   22070   0.00002190   0.00119431   0.00400000  -4.00564152
  1   22071  -0.00012985   0.00237951   0.00300000  -5.25938709
  1   22072   0.00006605   0.00208770   0.00100000 -13.05177600
  1   22073   0.00016104   0.00323016   0.00300000  -5.25938709
  1   22074   0.00003075   0.00085816   0.00200000  -7.02465351
  1   22075   0.00043007   0.00502577   0.00800000  -0.97786491
  1   22076  -0.00019964   0.00317503   0.00600000  -2.23599939
  1   22077   0.00001542   0.00034914   0.00200000  -7.02465351
  1   22078  -0.00007251   0.00134783   0.00300000  -5.25938709
  1   22079   0.00004170   0.00234387   0.00500000  -3.03217882
  1   22080   0.00007479   0.00169268   0.00200000  -7.02465351
  1   22081  -0.00053250   0.00617495   0.00800000  -0.97786491
  1   22082   0.00021640   0.00339704   0.00500000  -3.03217882
  1   22083   0.00060374   0.00605786   0.01100000   0.41831588
  1   22084   0.00001520   0.00048057   0.00100000 -13.05177600
  1   22085   0.00003051   0.00098638   0.00200000  -7.02465351
  1   22086   0.00018237   0.00422009   0.00300000  -5.25938709
  1   22087   0.00000751   0.00388797   0.00600000  -2.23599939
  1   22088   0.00017189   0.00278252   0.00400000  -4.00564152
  1   22089   0.00015625   0.00241812   0.00600000  -2.23599939
  1   22090  -0.00006398   0.00202209   0.00100000 -13.05177600
  1   22091  -0.00001982   0.00190946   0.00200000  -7.02465351
  1   22092   0.00009399   0.00237132   0.00500000  -3.03217882
  1   22093   0.00001426   0.00122606   0.00200000  -7.02465351
  1   22094  -0.00000988   0.00134291   0.00500000  -3.03217882
  1   22095   0.00004091   0.00129296   0.00100000 -13.05177600
  1   22096   0.00023718   0.00404553   0.00700000  -1.56216014
  1   22097   0.00007756   0.00164752   0.00300000  -5.25938709
  1   22098   0.00000475   0.00015003   0.00100000 -13.05177600
  1   22099   0.00014089   0.00240361   0.00400000  -4.00564152
  1   22100   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22101   0.00320771   0.01466950   0.05300000   7.43561085
  1   22102   0.00002674   0.00166605   0.00200000  -7.02465351
  1   22103   0.00008136   0.00242636   0.00400000  -4.00564152
  1   22104  -0.00004569   0.00144425   0.00100000 -13.05177600
  1   22105   0.00004937   0.00147812   0.00400000  -4.00564152
  1   22106   0.00000713   0.00022522   0.00100000 -13.05177600
  1   22107   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22108   0.00008714   0.00246871   0.00300000  -5.25938709
  1   22109   0.00101899   0.01021515   0.01400000   1.47886315
  1   22110  -0.00004086   0.00129141   0.00100000 -13.05177600
  1   22111   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22112   0.00037736   0.00593776   0.00600000  -2.23599939
  1   22113   0.00002605   0.00082331   0.00100000 -13.05177600
  1   22114   0.00011694   0.00225396   0.00400000  -4.00564152
  1   22115  -0.05217062   0.08240004   0.31500000  16.58255177
  1   22116   0.00000499   0.00015764   0.00100000 -13.05177600
  1   22117   0.00014740   0.00240342   0.00500000  -3.03217882
  1   22118   0.00006031   0.00136891   0.00200000  -7.02465351
  1   22119   0.00011414   0.00237132   0.00300000  -5.25938709
  1   22120   0.00001338   0.00086475   0.00200000  -7.02465351
  1   22121   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22122  -0.00009214   0.00187611   0.00300000  -5.25938709
  1   22123   0.00007848   0.00247352   0.00300000  -5.25938709
  1   22124   0.00004520   0.00142863   0.00100000 -13.05177600
  1   22125  -0.00011649   0.00283675   0.00400000  -4.00564152
  1   22126   0.00054639   0.00692085   0.00700000  -1.56216014
  1   22127  -0.00064344   0.00673915   0.01000000   0.00000000
  1   22128   0.00006605   0.00147778   0.00200000  -7.02465351
  1   22129   0.00004949   0.00156417   0.00100000 -13.05177600
  1   22130   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22131   0.00008846   0.00189206   0.00300000  -5.25938709
  1   22132   0.00012776   0.00309521   0.00200000  -7.02465351
  1   22133   0.00001236   0.00039062   0.00100000 -13.05177600
  1   22134  -0.00018989   0.00410978   0.00300000  -5.25938709
  1   22135  -0.00003032   0.00215216   0.00500000  -3.03217882
  1   22136   0.00021117   0.00336320   0.00700000  -1.56216014
  1   22137   0.00025909   0.00351259   0.00700000  -1.56216014
  1   22138  -0.00087602   0.01038002   0.00900000  -0.46195950
  1   22139   0.00174716   0.01047011   0.03100000   5.00673111
  1   22140   0.00015755   0.00494256   0.00200000  -7.02465351
  1   22141   0.00072562   0.00881317   0.00800000  -0.97786491
  1   22142   0.00009520   0.00221663   0.00200000  -7.02465351
  1   22143   0.00057074   0.00645843   0.00800000  -0.97786491
  1   22144  -0.00074498   0.00623756   0.01900000   2.82719788
  1   22145   0.00001007   0.00031831   0.00100000 -13.05177600
  1   22146   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22147  -0.00003410   0.00107789   0.00100000 -13.05177600
  1   22148   0.00011978   0.00183313   0.00700000  -1.56216014
  1   22149   0.00006930   0.00219035   0.00100000 -13.05177600
  1   22150  -0.00117428   0.00901207   0.01900000   2.82719788
  1   22151  -0.00001146   0.00117201   0.00300000  -5.25938709
  1   22152  -0.00128064   0.01224937   0.01300000   1.15261394
  1   22153   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22154   0.00001307   0.00041316   0.00100000 -13.05177600
  1   22155   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22156  -0.00001922   0.00116577   0.00200000  -7.02465351
  1   22157   0.00015192   0.00392945   0.00200000  -7.02465351
  1   22158   0.00002351   0.00074298   0.00100000 -13.05177600
  1   22159   0.00012832   0.00319442   0.00300000  -5.25938709
  1   22160   0.00008194   0.00225787   0.00200000  -7.02465351
  1   22161   0.00013618   0.00243245   0.00400000  -4.00564152
  1   22162  -0.00007098   0.00179131   0.00300000  -5.25938709
  1   22163   0.00003797   0.00087934   0.00300000  -5.25938709
  1   22164   0.00017216   0.00368893   0.00300000  -5.25938709
  1   22165   0.00099724   0.00768481   0.01800000   2.58796212
  1   22166  -0.00010277   0.00324824   0.00100000 -13.05177600
  1   22167  -0.00144788   0.01045855   0.02100000   3.27071798
  1   22168   0.00008005   0.00154920   0.00300000  -5.25938709
  1   22169   0.00002583   0.00081627   0.00100000 -13.05177600
  1   22170   0.00022533   0.00314291   0.00600000  -2.23599939
  1   22171   0.00003215   0.00101607   0.00100000 -13.05177600
  1   22172   0.00000518   0.00016364   0.00100000 -13.05177600
  1   22173  -0.00011032   0.00200725   0.00400000  -4.00564152
  1   22174  -0.00004428   0.00115788   0.00200000  -7.02465351
  1   22175  -0.00005548   0.00191781   0.00200000  -7.02465351
  1   22176   0.00100736   0.01513333   0.00800000  -0.97786491
  1   22177  -0.00004764   0.00208896   0.00300000  -5.25938709
  1   22178   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22179   0.00007837   0.00247708   0.00100000 -13.05177600
  1   22180  -0.00003516   0.00111133   0.00100000 -13.05177600
  1   22181   0.00004246   0.00302258   0.00400000  -4.00564152
  1   22182   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22183  -0.00013536   0.00313745   0.00200000  -7.02465351
  1   22184  -0.00014243   0.00315679   0.00700000  -1.56216014
  1   22185  -0.00001238   0.00039144   0.00100000 -13.05177600
  1   22186   0.00005592   0.00142470   0.00200000  -7.02465351
  1   22187   0.00004821   0.00137682   0.00400000  -4.00564152
  1   22188   0.00120565   0.00910203   0.02000000   3.05439115
  1   22189   0.00278889   0.01164187   0.06200000   8.15824046
  1   22190   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22191   0.00130216   0.00986320   0.02100000   3.27071798
  1   22192   0.00004233   0.00078782   0.00300000  -5.25938709
  1   22193   0.00038701   0.00438463   0.01100000   0.41831588
  1   22194  -0.00011167   0.00311492   0.00200000  -7.02465351
  1   22195  -0.00011520   0.00186796   0.00400000  -4.00564152
  1   22196   0.00000076   0.00002389   0.00100000 -13.05177600
  1   22197  -0.00012108   0.00344979   0.00200000  -7.02465351
  1   22198   0.00030367   0.00487033   0.00400000  -4.00564152
  1   22199   0.00005266   0.00246155   0.00300000  -5.25938709
  1   22200  -0.00060239   0.00655366   0.01000000   0.00000000
  1   22201  -0.00008492   0.00407606   0.00400000  -4.00564152
  1   22202   0.00004262   0.00134704   0.00100000 -13.05177600
  1   22203  -0.00019327   0.00371704   0.00300000  -5.25938709
  1   22204  -0.00016794   0.00320374   0.00400000  -4.00564152
  1   22205   0.00005338   0.00168714   0.00100000 -13.05177600
  1   22206   0.00024138   0.00572217   0.00500000  -3.03217882
  1   22207  -0.00007538   0.00238268   0.00100000 -13.05177600
  1   22208   0.00029440   0.00382250   0.00700000  -1.56216014
  1   22209   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22210  -0.00028094   0.00383979   0.00700000  -1.56216014
  1   22211   0.00003103   0.00098088   0.00100000 -13.05177600
  1   22212  -0.00500424   0.02171149   0.06000000   8.00658591
  1   22213  -0.00017538   0.00456638   0.00300000  -5.25938709
  1   22214   0.00070377   0.00631368   0.01800000   2.58796212
  1   22215   0.00004381   0.00094806   0.00300000  -5.25938709
  1   22216  -0.00032840   0.00358436   0.01000000   0.00000000
  1   22217   0.00002646   0.00083642   0.00100000 -13.05177600
  1   22218   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22219   0.00013177   0.00297442   0.00200000  -7.02465351
  1   22220  -0.00022542   0.00764191   0.00600000  -2.23599939
  1   22221   0.00025254   0.00635126   0.00300000  -5.25938709
  1   22222  -0.00011864   0.00290176   0.00200000  -7.02465351
  1   22223   0.00005326   0.00125643   0.00200000  -7.02465351
  1   22224   0.00030589   0.00536199   0.00600000  -2.23599939
  1   22225  -0.00004234   0.00240215   0.00300000  -5.25938709
  1   22226   0.00005668   0.00134081   0.00200000  -7.02465351
  1   22227   0.00014401   0.00485918   0.00300000  -5.25938709
  1   22228   0.00049574   0.00525452   0.01000000   0.00000000
  1   22229  -0.00000918   0.00029015   0.00100000 -13.05177600
  1   22230  -0.00000952   0.00030084   0.00100000 -13.05177600
  1   22231  -0.00000345   0.00010894   0.00100000 -13.05177600
  1   22232   0.00002470   0.00056043   0.00200000  -7.02465351
  1   22233   0.00011043   0.00248548   0.00200000  -7.02465351
  1   22234  -0.00005694   0.00473367   0.00300000  -5.25938709
  1   22235  -0.00020593   0.00414740   0.00700000  -1.56216014
  1   22236  -0.00024715   0.00477133   0.00400000  -4.00564152
  1   22237  -0.00005876   0.00185713   0.00100000 -13.05177600
  1   22238   0.00004110   0.00129920   0.00100000 -13.05177600
  1   22239  -0.00004441   0.00332494   0.00400000  -4.00564152
  1   22240   0.00129422   0.00611884   0.05300000   7.43561085
  1   22241  -0.00002389   0.00256289   0.00200000  -7.02465351
  1   22242   0.00100773   0.00861224   0.01700000   2.33530598
  1   22243   0.00006027   0.00150917   0.00300000  -5.25938709
  1   22244  -0.00012872   0.00365439   0.00300000  -5.25938709
  1   22245   0.00045935   0.00602993   0.00700000  -1.56216014
  1   22246  -0.00108236   0.00843414   0.01800000   2.58796212
  1   22247  -0.00079980   0.00782465   0.01300000   1.15261394
  1   22248   0.00002429   0.00076769   0.00100000 -13.05177600
  1   22249  -0.00003143   0.00372503   0.00300000  -5.25938709
  1   22250  -0.00019661   0.00501909   0.00500000  -3.03217882
  1   22251   0.00003156   0.00099749   0.00100000 -13.05177600
  1   22252   0.00017865   0.00401146   0.00300000  -5.25938709
  1   22253   0.00049802   0.00737798   0.00700000  -1.56216014
  1   22254   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22255   0.00008381   0.00248107   0.00300000  -5.25938709
  1   22256   0.00112140   0.00969256   0.01600000   2.06760079
  1   22257  -0.00014965   0.00331972   0.00400000  -4.00564152
  1   22258  -0.00008776   0.00302178   0.00300000  -5.25938709
  1   22259   0.00285402   0.01461969   0.04100000   6.26600444
  1   22260   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22261  -0.00001165   0.00207522   0.00400000  -4.00564152
  1   22262  -0.00018362   0.00563671   0.00400000  -4.00564152
  1   22263   0.00008098   0.00178991   0.00300000  -5.25938709
  1   22264   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22265  -0.00009854   0.00198666   0.00300000  -5.25938709
  1   22266   0.00000797   0.00025178   0.00100000 -13.05177600
  1   22267  -0.00004135   0.00092529   0.00200000  -7.02465351
  1   22268  -0.00043026   0.00604013   0.00900000  -0.46195950
  1   22269   0.00009268   0.00292949   0.00100000 -13.05177600
  1   22270  -0.00002396   0.00075743   0.00100000 -13.05177600
  1   22271   0.00046025   0.00542967   0.00800000  -0.97786491
  1   22272   0.00025267   0.00376813   0.00600000  -2.23599939
  1   22273   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22274   0.00008370   0.00288447   0.00300000  -5.25938709
  1   22275  -0.00085861   0.00842847   0.01300000   1.15261394
  1   22276   0.00002677   0.00068841   0.00300000  -5.25938709
  1   22277  -0.00004271   0.00106431   0.00200000  -7.02465351
  1   22278  -0.00001214   0.00094365   0.00200000  -7.02465351
  1   22279  -0.00096376   0.01247261   0.00800000  -0.97786491
  1   22280   0.00006251   0.00306486   0.00400000  -4.00564152
  1   22281  -0.00008197   0.00259098   0.00100000 -13.05177600
  1   22282   0.00000898   0.00464292   0.00600000  -2.23599939
  1   22283  -0.00043289   0.00567894   0.00800000  -0.97786491
  1   22284  -0.00006492   0.00292930   0.00200000  -7.02465351
  1   22285   0.00006576   0.00366244   0.00500000  -3.03217882
  1   22286   0.00026909   0.00458267   0.00700000  -1.56216014
  1   22287  -0.00002107   0.00142570   0.00200000  -7.02465351
  1   22288  -0.00005809   0.00319264   0.00200000  -7.02465351
  1   22289  -0.00074991   0.00988416   0.00700000  -1.56216014
  1   22290   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22291   0.00006810   0.00138958   0.00400000  -4.00564152
  1   22292  -0.00004975   0.00212456   0.00300000  -5.25938709
  1   22293  -0.00001668   0.00052730   0.00100000 -13.05177600
  1   22294   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22295  -0.00007058   0.00501799   0.00600000  -2.23599939
  1   22296   0.00000286   0.00009036   0.00100000 -13.05177600
  1   22297   0.00255183   0.01729952   0.02300000   3.67468467
  1   22298   0.00008141   0.00216925   0.00200000  -7.02465351
  1   22299   0.00044994   0.00604340   0.00800000  -0.97786491
  1   22300   0.00004108   0.00104189   0.00200000  -7.02465351
  1   22301   0.00015585   0.00393650   0.00200000  -7.02465351
  1   22302  -0.00000179   0.00031876   0.00200000  -7.02465351
  1   22303   0.00006708   0.00167982   0.00300000  -5.25938709
  1   22304   0.00002364   0.00111871   0.00200000  -7.02465351
  1   22305   0.00036667   0.00387609   0.01000000   0.00000000
  1   22306   0.00022635   0.00376696   0.00400000  -4.00564152
  1   22307   0.00066985   0.00714634   0.01000000   0.00000000
  1   22308   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22309   0.00009872   0.00211469   0.00300000  -5.25938709
  1   22310   0.00002119   0.00066986   0.00100000 -13.05177600
  1   22311  -0.00022164   0.00364987   0.00800000  -0.97786491
  1   22312   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22313   0.00082642   0.00812997   0.01100000   0.41831588
  1   22314   0.00010738   0.00294000   0.00200000  -7.02465351
  1   22315  -0.00019702   0.00439180   0.00500000  -3.03217882
  1   22316   0.00008768   0.00227039   0.00300000  -5.25938709
  1   22317   0.00001734   0.00054805   0.00100000 -13.05177600
  1   22318  -0.00009922   0.00213720   0.00400000  -4.00564152
  1   22319   0.00004603   0.00414171   0.00700000  -1.56216014
  1   22320  -0.00001892   0.00048162   0.00300000  -5.25938709
  1   22321   0.00009657   0.00249421   0.00300000  -5.25938709
  1   22322   0.00007877   0.00202707   0.00600000  -2.23599939
  1   22323   0.00004094   0.00129388   0.00100000 -13.05177600
  1   22324   0.00026967   0.00371578   0.01100000   0.41831588
  1   22325   0.00097979   0.00776295   0.01800000   2.58796212
  1   22326   0.00015615   0.00338589   0.00300000  -5.25938709
  1   22327   0.00020476   0.00423220   0.00300000  -5.25938709
  1   22328   0.00011133   0.00248780   0.00200000  -7.02465351
  1   22329   0.00012144   0.00277451   0.00200000  -7.02465351
  1   22330   0.00034937   0.00460478   0.00900000  -0.46195950
  1   22331   0.00015657   0.00331051   0.00400000  -4.00564152
  1   22332   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22333   0.00027596   0.00364426   0.00600000  -2.23599939
  1   22334   0.00004001   0.00126473   0.00100000 -13.05177600
  1   22335   0.00002716   0.00073137   0.00200000  -7.02465351
  1   22336   0.00001716   0.00049351   0.00200000  -7.02465351
  1   22337   0.00000900   0.00028432   0.00100000 -13.05177600
  1   22338   0.00008699   0.00161480   0.00300000  -5.25938709
  1   22339   0.00018475   0.00369171   0.00300000  -5.25938709
  1   22340   0.00006226   0.00158552   0.00300000  -5.25938709
  1   22341   0.00026705   0.00348201   0.00600000  -2.23599939
  1   22342   0.00115109   0.00850725   0.02200000   3.47719021
  1   22343   0.00000947   0.00078207   0.00400000  -4.00564152
  1   22344   0.00029533   0.00430734   0.00700000  -1.56216014
  1   22345  -0.00056665   0.00883498   0.00500000  -3.03217882
  1   22346   0.00011428   0.00738064   0.00500000  -3.03217882
  1   22347   0.00049939   0.00695246   0.00700000  -1.56216014
  1   22348   0.00005721   0.00133730   0.00300000  -5.25938709
  1   22349   0.00428099   0.01867320   0.05800000   7.85012285
  1   22350   0.00021245   0.00381577   0.00500000  -3.03217882
  1   22351   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22352  -0.00014446   0.00488585   0.00500000  -3.03217882
  1   22353   0.00086136   0.01189886   0.00900000  -0.46195950
  1   22354  -0.00019153   0.00452103   0.00400000  -4.00564152
  1   22355  -0.00006690   0.00211436   0.00100000 -13.05177600
  1   22356   0.00009819   0.00239607   0.00300000  -5.25938709
  1   22357  -0.00018568   0.00382915   0.00500000  -3.03217882
  1   22358  -0.00018821   0.00497944   0.00300000  -5.25938709
  1   22359   0.00011778   0.00462392   0.00400000  -4.00564152
  1   22360   0.00011366   0.00227177   0.00300000  -5.25938709
  1   22361   0.00124597   0.00840582   0.02400000   3.86396619
  1   22362   0.00037139   0.00705109   0.00300000  -5.25938709
  1   22363   0.00013792   0.00443455   0.00500000  -3.03217882
  1   22364  -0.00009814   0.00203352   0.00300000  -5.25938709
  1   22365   0.00004746   0.00149993   0.00100000 -13.05177600
  1   22366   0.00033101   0.00831041   0.00200000  -7.02465351
  1   22367  -0.00097621   0.00896609   0.01300000   1.15261394
  1   22368  -0.00001622   0.00051280   0.00100000 -13.05177600
  1   22369  -0.00012441   0.00280752   0.00200000  -7.02465351
  1   22370  -0.00034877   0.00567875   0.00500000  -3.03217882
  1   22371  -0.00011281   0.00607520   0.00500000  -3.03217882
  1   22372   0.00004499   0.00185510   0.00400000  -4.00564152
  1   22373  -0.00008466   0.00215560   0.00200000  -7.02465351
  1   22374   0.00095799   0.00812436   0.01500000   1.78290223
  1   22375  -0.00016684   0.00355971   0.00300000  -5.25938709
  1   22376   0.00005966   0.00188582   0.00100000 -13.05177600
  1   22377  -0.00028889   0.00555546   0.00600000  -2.23599939
  1   22378   0.00004394   0.00174061   0.00200000  -7.02465351
  1   22379   0.00001329   0.00042017   0.00100000 -13.05177600
  1   22380  -0.00000513   0.00117158   0.00200000  -7.02465351
  1   22381  -0.00014057   0.00261275   0.00300000  -5.25938709
  1   22382   0.00010139   0.00193064   0.00400000  -4.00564152
  1   22383  -0.00018998   0.00322134   0.00500000  -3.03217882
  1   22384   0.00016833   0.00393080   0.00500000  -3.03217882
  1   22385  -0.00006977   0.00525561   0.00300000  -5.25938709
  1   22386   0.00001802   0.00056950   0.00100000 -13.05177600
  1   22387  -0.00079397   0.00688725   0.01500000   1.78290223
  1   22388   0.00027555   0.00484441   0.00400000  -4.00564152
  1   22389  -0.00022099   0.00570882   0.00400000  -4.00564152
  1   22390   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22391   0.00003826   0.00182033   0.00600000  -2.23599939
  1   22392  -0.00005843   0.00158141   0.00300000  -5.25938709
  1   22393  -0.00009734   0.00332456   0.00200000  -7.02465351
  1   22394  -0.00001654   0.00052276   0.00100000 -13.05177600
  1   22395   0.00004141   0.00130877   0.00100000 -13.05177600
  1   22396   0.00036480   0.00449593   0.00700000  -1.56216014
  1   22397   0.00017294   0.00313992   0.00600000  -2.23599939
  1   22398   0.00014048   0.00299160   0.00300000  -5.25938709
  1   22399   0.00012964   0.00307502   0.00200000  -7.02465351
  1   22400  -0.00012733   0.00441859   0.00400000  -4.00564152
  1   22401   0.00004807   0.00120854   0.00200000  -7.02465351
  1   22402   0.00018547   0.00634843   0.00600000  -2.23599939
  1   22403   0.00095659   0.01223438   0.00700000  -1.56216014
  1   22404   0.00052606   0.00872090   0.00500000  -3.03217882
  1   22405   0.00259033   0.01986783   0.02100000   3.27071798
  1   22406   0.00044686   0.00701230   0.00700000  -1.56216014
  1   22407   0.00000373   0.00011784   0.00100000 -13.05177600
  1   22408   0.00011701   0.00328222   0.00300000  -5.25938709
  1   22409   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22410   0.00121728   0.00745702   0.02900000   4.70813963
  1   22411   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22412   0.00011514   0.00675434   0.00600000  -2.23599939
  1   22413  -0.00023460   0.00378363   0.00400000  -4.00564152
  1   22414   0.00035721   0.00705234   0.00500000  -3.03217882
  1   22415   0.00004419   0.00173037   0.00200000  -7.02465351
  1   22416  -0.00000586   0.00064399   0.00200000  -7.02465351
  1   22417   0.00105865   0.01170617   0.01200000   0.80059496
  1   22418  -0.00016465   0.00256686   0.00600000  -2.23599939
  1   22419   0.00032526   0.00584963   0.00500000  -3.03217882
  1   22420   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22421   0.00004952   0.00156513   0.00100000 -13.05177600
  1   22422   0.00029728   0.00561204   0.00600000  -2.23599939
  1   22423   0.00008624   0.00576484   0.00600000  -2.23599939
  1   22424  -0.00004044   0.00127816   0.00100000 -13.05177600
  1   22425  -0.00000224   0.00007070   0.00100000 -13.05177600
  1   22426   0.00337879   0.02461982   0.02200000   3.47719021
  1   22427   0.00538816   0.03078926   0.03900000   6.03976414
  1   22428   0.00099260   0.01363072   0.00800000  -0.97786491
  1   22429  -0.00002934   0.00092743   0.00100000 -13.05177600
  1   22430  -0.00006172   0.00129245   0.00300000  -5.25938709
  1   22431   0.01082529   0.04648968   0.05700000   7.76998358
  1   22432   0.00006330   0.00145888   0.00200000  -7.02465351
  1   22433  -0.00058741   0.00801325   0.00600000  -2.23599939
  1   22434  -0.00020544   0.00510300   0.00500000  -3.03217882
  1   22435   0.00368932   0.02559178   0.02600000   4.22049586
  1   22436   0.00303357   0.02352842   0.02200000   3.47719021
  1   22437  -0.00015976   0.00304879   0.00400000  -4.00564152
  1   22438  -0.00571216   0.02092196   0.07400000   8.98255928
  1   22439   0.00041660   0.00980192   0.00700000  -1.56216014
  1   22440   0.00003439   0.00091582   0.00400000  -4.00564152
  1   22441   0.00013832   0.00344828   0.00300000  -5.25938709
  1   22442  -0.00020923   0.00577066   0.00500000  -3.03217882
  1   22443  -0.00004289   0.00135562   0.00100000 -13.05177600
  1   22444  -0.00031999   0.00812423   0.00400000  -4.00564152
  1   22445   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22446   0.00036143   0.00814230   0.00500000  -3.03217882
  1   22447   0.00007500   0.00231970   0.00200000  -7.02465351
  1   22448   0.00015592   0.00392066   0.00300000  -5.25938709
  1   22449   0.00161915   0.01148840   0.02700000   4.38886118
  1   22450  -0.00084404   0.01002131   0.00900000  -0.46195950
  1   22451  -0.00001114   0.00184516   0.00200000  -7.02465351
  1   22452  -0.00138178   0.01747257   0.01200000   0.80059496
  1   22453   0.00042554   0.00639132   0.00600000  -2.23599939
  1   22454  -0.00002554   0.00080731   0.00100000 -13.05177600
  1   22455   0.00000148   0.00162781   0.00300000  -5.25938709
  1   22456   0.00003255   0.00177777   0.00600000  -2.23599939
  1   22457   0.00079249   0.00996051   0.00800000  -0.97786491
  1   22458  -0.00011693   0.00188878   0.00400000  -4.00564152
  1   22459   0.00016716   0.00530532   0.00500000  -3.03217882
  1   22460  -0.00021937   0.00431202   0.00600000  -2.23599939
  1   22461  -0.00002553   0.00080696   0.00100000 -13.05177600
  1   22462   0.00005626   0.00307062   0.00200000  -7.02465351
  1   22463   0.00063787   0.00944550   0.00700000  -1.56216014
  1   22464   0.00024387   0.00452829   0.00500000  -3.03217882
  1   22465   0.00006186   0.00197276   0.00400000  -4.00564152
  1   22466  -0.00038856   0.00472742   0.00800000  -0.97786491
  1   22467   0.00016515   0.00402179   0.00400000  -4.00564152
  1   22468   0.00068190   0.01012739   0.00600000  -2.23599939
  1   22469   0.00001137   0.00227622   0.00200000  -7.02465351
  1   22470   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22471   0.00057522   0.00592177   0.01100000   0.41831588
  1   22472  -0.00028980   0.00453635   0.00600000  -2.23599939
  1   22473   0.00003938   0.00149805   0.00400000  -4.00564152
  1   22474   0.00075628   0.01066781   0.00800000  -0.97786491
  1   22475   0.00001589   0.00050225   0.00100000 -13.05177600
  1   22476   0.00096157   0.01235530   0.00900000  -0.46195950
  1   22477   0.00000000   0.00000000   0.00000000 -13.05177600
  1   22478   0.00018033   0.00812492   0.00600000  -2.23599939
  1   22479  -0.00042039   0.01011266   0.00700000  -1.56216014
  1   22480  -0.00002311   0.00338886   0.00700000  -1.56216014
  1   22481   0.00009920   0.00245082   0.00300000  -5.25938709
  1   22482  -0.00006221   0.00173529   0.00200000  -7.02465351
  1   22483   0.00007262   0.00534064   0.00400000  -4.00564152
  1   22484  -0.00046925   0.00829613   0.00600000  -2.23599939
